[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr III    |             409.4032    |               409.4023    |     60 |           |      | 281886.39     -  306305.35     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<3/2>).5g    | 2[9/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr I      |             409.6063    |               409.6064    |    500 |           |      |  20149.685    -   44556.48     | 5s.4d                | 1D       | 2    | 5s.9f                | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             409.7019    |               409.7021    |     60 |           |      | 281821.37     -  306222.46     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             410.5629    |               410.5623    |     60 |           |      | 281955.93     -  306305.90     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<3/2>).5g    | 2[9/2]*  | 5    |   9 - 11  |       |             |   L1771  |
Sr IV     |             410.6506    |               410.6501    |     10 |           |      | 254820.96     -  279165.72     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr II     |             410.755     |               410.726     |      * |           |      |  60990.04     -   85330.3      | 4p6.4f               | 2F*      | 7/2  | 4p6.11g              | 2G       | 9/2  |   8 - 10  |       |             |   L3450  |
Sr II     |             410.755     |               410.726     |      * |           |      |  60990.04     -   85330.3      | 4p6.4f               | 2F*      | 7/2  | 4p6.11g              | 2G       | 7/2  |   8 - 8   |       |             |   L3450  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             410.755     |               410.748     |      * |           |      |  60991.34     -   85330.3      | 4p6.4f               | 2F*      | 5/2  | 4p6.11g              | 2G       | 7/2  |   6 - 8   |       |             |   L3450  |
Sr III    |             410.7975    |               410.7968    |     24 |           |      | 281886.39     -  306222.46     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr IV     |             411.0200    |               411.0212    |      4 |           |      | 353899.14     -  378221.92     | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<2>).6d   | 2[0]     | 1/2  |   4 - 2   |       |             |   L4311  |
Sr IV     |             411.4863    |               411.4831    |     20 |           |      | 327166.57     -  351462.05     | 4s2.4p4.(3P<2>).5d   | 2[3]     | 7/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 7/2  |   8 - 8   |       |             |   L4311  |
Sr IV     |             411.5325    |               411.5368    |      1 |           |      | 360403.00     -  384695.31     | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[1]     | 1/2  |   4 - 2   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             411.8017    |               411.7984    |      6 |           |      | 327166.57     -  351443.45     | 4s2.4p4.(3P<2>).5d   | 2[3]     | 7/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 5/2  |   8 - 6   |       |             |   L4311  |
Sr III    |             412.0119    |               412.0114    |     20 |           |      | 281955.93     -  306220.26     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 4    |   9 - 9   |       |             |   L1771  |
Sr I      |             412.8213    |               412.8211    |    500 |           |      |  20149.685    -   44366.42     | 5s.4d                | 1D       | 2    | 5s.11p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr IV     |             413.6988    |               413.6923    |      6 |           |      | 327296.31     -  351462.05     | 4s2.4p4.(3P<2>).5d   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L4311  |
Sr III    |             413.7339    |               413.7344    |     20 |           |      | 281821.37     -  305984.65     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             413.7916    |               413.7913    |     10 |           |      | 281821.37     -  305981.33     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[5/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             413.9046    |               413.9040    |     10 |           |      | 203342.00     -  227495.38     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr I      |             415.8526    |               415.8526    |    600 |           |      |  20149.685    -   44189.889    | 5s.4d                | 1D       | 2    | 5s.8f                | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr II     |             416.1796    |               416.17918   |     30 | 6.5e+07   |      |  23715.19     -   47736.53     | 4p6.5p               | 2P*      | 1/2  | 4p6.6s               | 2S       | 1/2  |   2 - 2   |       |       T3464 |   L7362  |
Sr I      |             418.5424    |               418.54204   |    520 |           |      |  21698.452    -   45584.1831   | 5s.5p                | 1P*      | 1    | 5s.20d               | 1D       | 2    |   3 - 5   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             418.8323    |               418.8284    |      6 |           |      | 327865.89     -  351735.29     | 4s2.4p4.(3P<2>).5d   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L4311  |
Sr I      |             419.2777    |               419.27733   |    530 |           |      |  21698.452    -   45542.2955   | 5s.5p                | 1P*      | 1    | 5s.19d               | 1D       | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             419.3148    |               419.31414   |    320 |           |      |  21698.452    -   45540.2024   | 5s.5p                | 1P*      | 1    | 5s.20s               | 1S       | 0    |   3 - 1   |       |             |   L4447  |
Sr I      |             420.1534    |               420.15285   |    500 |           |      |  21698.452    -   45492.6101   | 5s.5p                | 1P*      | 1    | 5s.18d               | 1D       | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             420.2209    |               420.22039   |    430 |           |      |  21698.452    -   45488.7860   | 5s.5p                | 1P*      | 1    | 5s.19s               | 1S       | 0    |   3 - 1   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             420.2522    |               420.2525    |    190 |           |      |  20149.685    -   43938.201    | 5s.4d                | 1D       | 2    | 5s.10p               | 1P*      | 1    |   5 - 3   |       |             |   L7362  |
Sr I      |             420.3780    |               420.378     |    320 |           |      |  21698.452    -   45479.88     | 5s.5p                | 1P*      | 1    | 5s.18d               | 3D       | 2    |   3 - 5   |       |             |   L4447  |
Sr IV     |             420.5249    |               420.5234    |     4p |           |      | 252385.97     -  276159.16     | 4s2.4p4.(3P).4d      | 2P       | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr I      |             421.2036    |               421.20328   |    700 |           |      |  21698.452    -   45433.2717   | 5s.5p                | 1P*      | 1    | 5s.17d               | 1D       | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             421.3230    |               421.32259   |    440 |           |      |  21698.452    -   45426.5505   | 5s.5p                | 1P*      | 1    | 5s.18s               | 1S       | 0    |   3 - 1   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             421.4246    |               421.424     |    440 |           |      |  21698.452    -   45420.84     | 5s.5p                | 1P*      | 1    | 5s.17d               | 3D       | 2    |   3 - 5   |       |             |   L4447  |
Sr II     |             421.5524    |               421.55193   |   300r | 1.26e+08  | A    |      0.00     -   23715.19     | 4p6.5s               | 2S       | 1/2  | 4p6.5p               | 2P*      | 1/2  |   2 - 2   |       | T6398,T1181 |   L7362  |
Sr IV     |             422.3775    |               422.3801    |     4p |           |      | 252385.97     -  276054.66     | 4s2.4p4.(3P).4d      | 2P       | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[0]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr I      |             422.4698    |               422.46964   |    700 |           |      |  21698.452    -   45362.1272   | 5s.5p                | 1P*      | 1    | 5s.16d               | 1D       | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             422.6771    |               422.680     |    450 |           |      |  21698.452    -   45350.35     | 5s.5p                | 1P*      | 1    | 5s.16d               | 3D       | 2    |   3 - 5   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             422.6826    |               422.68216   |    450 |           |      |  21698.452    -   45350.2296   | 5s.5p                | 1P*      | 1    | 5s.17s               | 1S       | 0    |   3 - 1   |       |             |   L4447  |
Sr IV     |             423.2767    |               423.2732    |      6 |           |      | 337151.32     -  360770.07     | 4s2.4p4.(3P<0>).5d   | 2[2]     | 5/2  | 4s2.4p4.(3P<0>).6p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L4311  |
