[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg II     |                 433.1945   |                 433.1953   |    4* |           |      |    93799.75      -    116877.54     | 2p6.4f                | 2F*     | 7/2  | 2p6.10g               | 2G       | 9/2  |   8 - 10  |    |                           |   L6095  |
Mg I      |                 435.19056  |                 435.19057  |    20 | 1.84e+07  | B+   |    35051.264     -     58023.246    | 3s.3p                 | 1P*     | 1    | 3s.6d                 | 1D       | 2    |   3 - 5   |    |                     T5539 |   L7428  |
Mg I      |                 435.4529   |                 435.4528   |     6 |           |      |    35051.264     -     58009.41     | 3s.3p                 | 1P*     | 1    | 3s.7s                 | 1S       | 0    |   3 - 1   |    |                           |   L6095  |
Mg III    |                 435.8138   |                 435.8125   |     2 |           |      |   561798.7       -    584737.9      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3    | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]*  | 2    |   7 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 435.8979   |                 435.8980   |     3 |           |      |   561798.7       -    584733.4      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3    | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]*  | 3    |   7 - 7   |    |                           |   L1434  |
Mg II     |                            |                 436.854    |       | 2.46e+05  | D    |    93310.59      -   [116195.1]     | 2p6.4d                | 2D      | 5/2  | 2p6.10p               | 2P*      | 3/2  |   6 - 4   |    |                    c59,LS |          |
Mg II     |                            |                 436.864    |       | 2.74e+04  | E    |    93311.11      -   [116195.1]     | 2p6.4d                | 2D      | 3/2  | 2p6.10p               | 2P*      | 3/2  |   4 - 4   |    |                    c59,LS |          |
Mg II     |                            |                 436.891    |       | 2.74e+05  | E    |    93311.11      -   [116193.7]     | 2p6.4d                | 2D      | 3/2  | 2p6.10p               | 2P*      | 1/2  |   4 - 2   |    |                    c59,LS |          |
Mg I      |                 438.0375   |                 438.0376   |     6 |           |      |    35051.264     -     57873.94     | 3s.3p                 | 1P*     | 1    | 3p2                   | 3P       | 2    |   3 - 5   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 438.4637   |                 438.4637   |     9 | 1.45e+07  | A    |    80619.50      -    103420.00     | 2p6.4p                | 2P*     | 1/2  | 2p6.5d                | 2D       | 3/2  |   2 - 4   |    |                 c31,T6870 |   L7414  |
Mg II     |                            |                 439.0514   |       | 2.88e+06  | A    |    80650.02      -    103420.00     | 2p6.4p                | 2P*     | 3/2  | 2p6.5d                | 2D       | 3/2  |   4 - 4   |    |                 c31,T6870 |          |
Mg II     |                 439.0564   |                 439.0572   |    10 | 1.73e+07  | A    |    80650.02      -    103419.70     | 2p6.4p                | 2P*     | 3/2  | 2p6.5d                | 2D       | 5/2  |   4 - 6   |    |                 c31,T6870 |   L7414  |
Mg VIII   |                            |                 439.24     |       | 6.27e+07  | A    |  1825260?        -   1848020?       | 2s.2p.(3P*).4p        | 2D      | 5/2  | 2s.2p.(3P*).4d        | 2F*      | 7/2  |   6 - 8   |    |                T7192c4,LS |          |
Mg I      |                            |                 440.9923   |       | 7.68e+05  | D+   |    58023.246     -     80693.01     | 3s.6d                 | 1D      | 2    | 3p.3d                 | 1D*      | 2    |   5 - 5   |    |                  T6298c72 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 441.77     |       | 8.06e+05  | C+   |  1946060         -   1968690?       | 2s2.6d                | 2D      | 5/2  | 2s.2p.(1P*).4d        | 2D*      | 5/2  |   6 - 6   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 441.77     |       | 7.79e+05  | C+   |  1946060         -   1968690?       | 2s2.6d                | 2D      | 3/2  | 2s.2p.(1P*).4d        | 2D*      | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 441.77     |       | 8.66e+04  | D+   |  1946060         -   1968690?       | 2s2.6d                | 2D      | 5/2  | 2s.2p.(1P*).4d        | 2D*      | 3/2  |   6 - 4   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 441.77     |       | 5.76e+04  | D+   |  1946060         -   1968690?       | 2s2.6d                | 2D      | 3/2  | 2s.2p.(1P*).4d        | 2D*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
Mg III    |                 442.3182   |                 442.3184   |     2 |           |      |   562136.1       -    584737.9      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2    | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]*  | 2    |   5 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 442.4071   |                 442.4065   |     2 |           |      |   562136.1       -    584733.4      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2    | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]*  | 3    |   5 - 7   |    |                           |   L1434  |
Mg II     |                 442.7994   |                 442.7994   |     8 | 1.05e+07  | A    |    80619.50      -    103196.75     | 2p6.4p                | 2P*     | 1/2  | 2p6.6s                | 2S       | 1/2  |   2 - 2   |    |                       c31 |   L7414  |
Mg II     |                 443.3990   |                 443.3988   |     9 | 2.10e+07  | A    |    80650.02      -    103196.75     | 2p6.4p                | 2P*     | 3/2  | 2p6.6s                | 2S       | 1/2  |   4 - 2   |    |                       c31 |   L7414  |
Mg II     |                 443.6486   |                 443.6491   |     5 | 6.38e+06  | B+   |    93310.59      -    115844.60     | 2p6.4d                | 2D      | 5/2  | 2p6.9f                | 2F*      | 7/2  |   6 - 8   |    |                       c31 |   L7414  |
Mg II     |                            |                 443.6491   |       | 4.25e+05  | B    |    93310.59      -    115844.60     | 2p6.4d                | 2D      | 5/2  | 2p6.9f                | 2F*      | 5/2  |   6 - 6   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 443.6598   |                 443.6593   |     4 | 5.95e+06  | B+   |    93311.11      -    115844.60     | 2p6.4d                | 2D      | 3/2  | 2p6.9f                | 2F*      | 5/2  |   4 - 6   |    |                       c31 |   L7414  |
Mg III    |                 444.3947   |                 444.3948   |    3d |           |      |   584345.7       -    606841.9      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 1    | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]*  | 2    |   3 - 5   |    |                           |   L1434  |
Mg III    |                 444.5577   |                 444.5608   |   5d* |           |      |   584354.1       -    606841.9      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 2    | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]*  | 2    |   5 - 5   |    |                           |   L1434  |
Mg III    |                 444.5577   |                 444.5608   |   5d* |           |      |   584354.1       -    606841.9      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 2    | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]*  | 3    |   5 - 7   |    |                           |   L1434  |
Mg IV     |                            |                 444.891    |       | 2.09e-08  | D    |   582562.4       -    605033.5      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4D*      | 1/2  |   6 - 2   | M2 |                       c48 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
